Domain,Indicator,Item,Element,CountryCode,CountryName,Region,Scenario,Units,Year,Value
Market,"Commodity balances, volume",Poultry meat,Food use,TGO,Togo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,133.302
Market,"Commodity balances, volume",Poultry meat,Food use,TGO,Togo,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,159.14
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,92.751
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,225.819
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,277.086
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,333.372
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,461.101
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,92.751
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,216.152
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,268.027
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,329.048
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,483.937
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,92.751
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,243.064
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,282.555
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,321.705
Market,"Commodity balances, volume",Poultry meat,Food use,TZA,United Republic of Tanzania,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,403.893
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,61.007
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,150.924
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,185.813
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,225.721
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,317.525
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,61.007
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,146.185
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,179.17
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,217.875
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,316.401
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,61.007
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,166.966
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,194.853
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,221.807
Market,"Commodity balances, volume",Poultry meat,Food use,UGA,Uganda,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,276.579
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,1261.711
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,3614.036
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,4201.447
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,4774.539
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,6078.196
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,1261.711
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,3399.661
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,4340.42
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,5435.634
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,8196.072
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,1261.711
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,3732.237
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,4192.517
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,4675.089
Market,"Commodity balances, volume",Poultry meat,Food use,XSSA,Rest of SSA,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,5656.044
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,1899.5
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,2543.409
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,2703.161
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,2866.674
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,3163.502
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,1899.5
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,2486.939
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,2630.498
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,2764.933
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,2999.511
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,1899.5
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,2733.581
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,2826.529
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,2888.463
Market,"Commodity balances, volume",Poultry meat,Food use,ZAF,South Africa,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,2976.003
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,48.204
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,116.08
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,141.045
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,169.226
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,236.975
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,48.204
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,111.174
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,137.066
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,167.986
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,248.203
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,48.204
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,123.903
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,143.901
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,164.593
Market,"Commodity balances, volume",Poultry meat,Food use,ZMB,Zambia,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,209.578
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,89.238
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,182.373
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,214.33
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,242.961
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,293.872
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,89.238
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,169.362
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,204.435
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,247.69
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,357.213
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,89.238
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,181.529
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,204.495
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,225.869
Market,"Commodity balances, volume",Poultry meat,Food use,ZWE,Zimbabwe,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,261.223
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,190.711
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,350.408
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,395.114
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,457.356
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,702.608
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,190.711
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,344.674
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,372.263
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,397.881
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,474.742
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,190.711
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,419.357
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,458.068
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,481.405
Market,"Commodity balances, volume",Pigmeat,Food use,AGO,Angola,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,538.152
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,9.112
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,18.509
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,22.109
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,25.766
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,32.882
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,9.112
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,17.171
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,20.23
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,23.79
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,32.824
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,9.112
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,19.122
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,21.613
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,23.982
Market,"Commodity balances, volume",Pigmeat,Food use,BEN,Benin,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,28.79
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,32.407
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,77.052
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,92.693
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,108.904
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,142.731
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,32.407
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,72.647
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,88.031
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,106.052
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,152.883
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,32.407
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,81.837
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,93.611
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,105.378
Market,"Commodity balances, volume",Pigmeat,Food use,BFA,Burkina Faso,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,130.305
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,1.465
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,2.22
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,2.458
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,2.705
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,3.173
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,1.465
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,2.223
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,2.44
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,2.655
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,3.073
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,1.465
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,2.611
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,2.764
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,2.877
Market,"Commodity balances, volume",Pigmeat,Food use,BWA,Botswana,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,3.072
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,17.462
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,38.828
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,44.358
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,49.266
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,58.148
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,17.462
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,31.427
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,36.151
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,41.41
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,54.526
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,17.462
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,35.794
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,38.134
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,39.481
Market,"Commodity balances, volume",Pigmeat,Food use,CAF,Central African Republic,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,40.273
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,29.755
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,73.392
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,82.482
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,93.402
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,124.08
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,29.755
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,72.853
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,90.581
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,111.249
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,164.088
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,29.755
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,85.61
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,95.56
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2040,105.101
Market,"Commodity balances, volume",Pigmeat,Food use,CIV,C̫te d'Ivoire,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2050,125.609
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2012,35.161
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2030,71.738
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2035,85.438
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2040,100.285
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Toward Sustainability,1000 tonnes,2050,133.962
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2012,35.161
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2030,70.948
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2035,85.224
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2040,101.882
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Business As Usual,1000 tonnes,2050,143.86
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2012,35.161
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2030,84.074
Market,"Commodity balances, volume",Pigmeat,Food use,CMR,Cameroon,Sub-Saharan Africa,Stratified Societies,1000 tonnes,2035,95.849
