Domain,Area,Item,Year,Unit,Value,Flag Description
Producer Prices - Annual,Malaysia,"Meat, goat",2014,USD,9273.2,Official data
Producer Prices - Annual,Malaysia,"Meat, goat",2015,USD,7681.5,Official data
Producer Prices - Annual,Malaysia,"Meat, goat",2016,USD,7931,Official data
Producer Prices - Annual,Malaysia,"Meat, goat",2017,USD,8150.3,Official data
Producer Prices - Annual,Malaysia,"Meat, goat",2018,USD,8785.3,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1993,USD,1756,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1994,USD,1733.8,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1995,USD,1693,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1996,USD,2438.5,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1997,USD,3124.6,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1998,USD,1555.7,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",1999,USD,1105.3,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",2000,USD,1843.4,Official data
Producer Prices - Annual,Malaysia,"Meat, pig",2003,USD,1288.3,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2004,USD,1971.7,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2005,USD,2214.9,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2006,USD,2491.4,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2007,USD,2062.4,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2008,USD,2868,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2009,USD,2917.7,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2010,USD,3623,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2011,USD,3707,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2012,USD,3082.9,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2013,USD,2842.1,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2014,USD,3338.2,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2015,USD,3236.9,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2016,USD,3108.6,Calculated data
Producer Prices - Annual,Malaysia,"Meat, pig",2017,USD,2734.9,Calculated data
Producer Prices - Annual,Mali,"Meat, cattle",2004,USD,2271.5,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2005,USD,2275,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2006,USD,2455.6,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2007,USD,2869,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2008,USD,3014.7,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2009,USD,2725.6,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2010,USD,2762.1,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2011,USD,3829.5,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2012,USD,3917.5,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2013,USD,4655.5,Official data
Producer Prices - Annual,Mali,"Meat, cattle",2014,USD,4045.2,Official data
Producer Prices - Annual,Mali,"Meat, chicken",1998,USD,2542.6,Official data
Producer Prices - Annual,Mali,"Meat, chicken",1999,USD,2436.3,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2000,USD,2106.8,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2001,USD,2046.3,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2002,USD,2152.1,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2003,USD,2580.9,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2004,USD,2839.4,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2005,USD,2843.8,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2006,USD,3824.9,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2007,USD,4173,Official data
Producer Prices - Annual,Mali,"Meat, chicken",2008,USD,4860,Calculated data
Producer Prices - Annual,Mali,"Meat, chicken",2009,USD,4493.2,Calculated data
Producer Prices - Annual,Mali,"Meat, chicken",2010,USD,4452.4,Calculated data
Producer Prices - Annual,Mali,"Meat, chicken",2011,USD,5102.9,Calculated data
Producer Prices - Annual,Mali,"Meat, chicken",2012,USD,4788.6,Calculated data
Producer Prices - Annual,Mali,"Meat, chicken",2013,USD,5930.6,Calculated data
Producer Prices - Annual,Mali,"Meat, chicken",2014,USD,5056.5,Official data
Producer Prices - Annual,Mali,"Meat, goat",2004,USD,1873.2,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2005,USD,1876.1,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2006,USD,2868.7,Official data
Producer Prices - Annual,Mali,"Meat, goat",2007,USD,3755.7,Official data
Producer Prices - Annual,Mali,"Meat, goat",2008,USD,3790,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2009,USD,3399.3,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2010,USD,3249.1,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2011,USD,5708.1,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2012,USD,4658.9,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2013,USD,5278.6,Calculated data
Producer Prices - Annual,Mali,"Meat, goat",2014,USD,5056.5,Official data
Producer Prices - Annual,Mali,"Meat, pig",2004,USD,4791,Official data
Producer Prices - Annual,Mali,"Meat, pig",2005,USD,4798.4,Official data
Producer Prices - Annual,Mali,"Meat, pig",2006,USD,4840.4,Official data
Producer Prices - Annual,Mali,"Meat, pig",2007,USD,5281,Official data
Producer Prices - Annual,Malta,"Meat, cattle",1997,USD,3432.9,Official data
Producer Prices - Annual,Malta,"Meat, cattle",1998,USD,3369.7,Official data
Producer Prices - Annual,Malta,"Meat, cattle",1999,USD,2913,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2000,USD,2980.7,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2001,USD,2564.2,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2002,USD,2608.3,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2003,USD,2796.7,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2004,USD,3220.5,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2005,USD,3434.9,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2006,USD,3840.8,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2007,USD,4088.6,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2008,USD,3932.2,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2009,USD,3517.8,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2010,USD,3317.7,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2011,USD,4153.4,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2012,USD,4112,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2013,USD,4113.7,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2014,USD,3748.4,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2015,USD,3153.9,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2016,USD,3000.8,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2017,USD,3095.5,Official data
Producer Prices - Annual,Malta,"Meat, cattle",2018,USD,3455.5,Official data
Producer Prices - Annual,Malta,"Meat, chicken",1995,USD,1359.5,Official data
Producer Prices - Annual,Malta,"Meat, chicken",1996,USD,1331.6,Official data
Producer Prices - Annual,Malta,"Meat, chicken",1997,USD,1243.6,Official data
Producer Prices - Annual,Malta,"Meat, chicken",1998,USD,1261.4,Official data
Producer Prices - Annual,Malta,"Meat, chicken",1999,USD,1228.4,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2000,USD,1095.5,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2001,USD,1066.6,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2002,USD,1083.9,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2003,USD,1166.4,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2004,USD,1276.6,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2005,USD,1243.6,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2006,USD,1261.4,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2007,USD,1379.6,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2008,USD,1582,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2009,USD,1645.1,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2010,USD,1573.4,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2011,USD,1761.1,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2012,USD,1638.7,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2013,USD,1742.8,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2014,USD,1656.5,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2015,USD,1335.7,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2016,USD,1326.9,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2017,USD,1338.4,Official data
Producer Prices - Annual,Malta,"Meat, chicken",2018,USD,1414.1,Official data
Producer Prices - Annual,Malta,"Meat, goat",1995,USD,1872.2,Official data
Producer Prices - Annual,Malta,"Meat, goat",1996,USD,1833.8,Official data
Producer Prices - Annual,Malta,"Meat, goat",1997,USD,1728.1,Official data
Producer Prices - Annual,Malta,"Meat, goat",1998,USD,1717,Official data
Producer Prices - Annual,Malta,"Meat, goat",1999,USD,1672.1,Official data
Producer Prices - Annual,Malta,"Meat, goat",2000,USD,1522.3,Official data
Producer Prices - Annual,Malta,"Meat, goat",2001,USD,1482.1,Official data
Producer Prices - Annual,Malta,"Meat, goat",2002,USD,1538.2,Official data
Producer Prices - Annual,Malta,"Meat, goat",2003,USD,1768.1,Official data
Producer Prices - Annual,Malta,"Meat, goat",2004,USD,1937.8,Official data
Producer Prices - Annual,Malta,"Meat, goat",2005,USD,1937.7,Official data
Producer Prices - Annual,Malta,"Meat, goat",2006,USD,1965.4,Official data
Producer Prices - Annual,Malta,"Meat, goat",2007,USD,2149.7,Official data
Producer Prices - Annual,Malta,"Meat, goat",2008,USD,2286.2,Official data
Producer Prices - Annual,Malta,"Meat, pig",1995,USD,2322.6,Official data
Producer Prices - Annual,Malta,"Meat, pig",1996,USD,2274.9,Official data
Producer Prices - Annual,Malta,"Meat, pig",1997,USD,2124.5,Official data
Producer Prices - Annual,Malta,"Meat, pig",1998,USD,2110.9,Official data
Producer Prices - Annual,Malta,"Meat, pig",1999,USD,2055.7,Official data
Producer Prices - Annual,Malta,"Meat, pig",2000,USD,1871.5,Official data
Producer Prices - Annual,Malta,"Meat, pig",2001,USD,1822.1,Official data
Producer Prices - Annual,Malta,"Meat, pig",2002,USD,1891.1,Official data
Producer Prices - Annual,Malta,"Meat, pig",2003,USD,1781.4,Official data
Producer Prices - Annual,Malta,"Meat, pig",2004,USD,1949.7,Official data
Producer Prices - Annual,Malta,"Meat, pig",2005,USD,1943.4,Official data
Producer Prices - Annual,Malta,"Meat, pig",2006,USD,1971.3,Official data
Producer Prices - Annual,Malta,"Meat, pig",2007,USD,2156.1,Official data
Producer Prices - Annual,Malta,"Meat, pig",2008,USD,2392.2,Official data
Producer Prices - Annual,Malta,"Meat, pig",2009,USD,2472.8,Official data
Producer Prices - Annual,Malta,"Meat, pig",2010,USD,2357.5,Official data
Producer Prices - Annual,Malta,"Meat, pig",2011,USD,2509.4,Official data
Producer Prices - Annual,Malta,"Meat, pig",2012,USD,2605.3,Official data
Producer Prices - Annual,Malta,"Meat, pig",2013,USD,3146.7,Official data
Producer Prices - Annual,Malta,"Meat, pig",2014,USD,3144.4,Official data
Producer Prices - Annual,Malta,"Meat, pig",2015,USD,2531.5,Official data
Producer Prices - Annual,Malta,"Meat, pig",2016,USD,2432.8,Official data
Producer Prices - Annual,Malta,"Meat, pig",2017,USD,2458.2,Official data
Producer Prices - Annual,Malta,"Meat, pig",2018,USD,2575.8,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1993,USD,5056.5,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1994,USD,4968.5,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1995,USD,6030.8,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1996,USD,5918,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1997,USD,4786.9,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1998,USD,4033.2,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",1999,USD,3826.8,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2000,USD,3756.1,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2001,USD,3418.7,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2002,USD,3323.6,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2003,USD,3569.1,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2004,USD,4255.1,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2005,USD,4617.5,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2006,USD,4664.8,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2007,USD,4822.8,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2008,USD,5413.9,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2009,USD,5152.4,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2010,USD,5445.4,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2011,USD,6178.3,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2012,USD,6415.5,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2013,USD,6448.9,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2014,USD,6675,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2015,USD,5982,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2016,USD,6388.6,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2017,USD,7315.5,Official data
Producer Prices - Annual,Mauritius,"Meat, cattle",2018,USD,7536.6,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1993,USD,1411.1,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1994,USD,1433.7,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1995,USD,1494.4,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1996,USD,1632.9,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1997,USD,1570,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1998,USD,1390.3,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",1999,USD,1225.1,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2000,USD,1186,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2001,USD,1069.7,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2002,USD,1042.1,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2003,USD,1147,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2004,USD,1268.6,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2005,USD,1162.5,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2006,USD,1295.6,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2007,USD,1614.9,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2008,USD,2026.2,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2009,USD,1913.9,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2010,USD,2124,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2011,USD,2257.3,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2012,USD,2136.9,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2013,USD,2177.4,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2014,USD,2179,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2015,USD,1918.3,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2016,USD,1916.5,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2017,USD,1911.8,Official data
Producer Prices - Annual,Mauritius,"Meat, chicken",2018,USD,2024.7,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1993,USD,3846.4,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1994,USD,4006.3,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1995,USD,4461.4,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1996,USD,4473,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1997,USD,4277.7,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1998,USD,3754.3,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",1999,USD,3576.5,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2000,USD,3431.5,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2001,USD,3092.3,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2002,USD,3006.3,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2003,USD,3228.4,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2004,USD,3275.7,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2005,USD,3206.5,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2006,USD,2997.8,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2007,USD,3809.6,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2008,USD,5366.5,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2009,USD,5078.7,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2010,USD,5631.1,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2011,USD,6310.6,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2012,USD,6299.6,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2013,USD,6320.1,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2014,USD,6659.1,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2015,USD,6045.3,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2016,USD,6204.3,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2017,USD,7017.8,Official data
Producer Prices - Annual,Mauritius,"Meat, goat",2018,USD,7578.1,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1993,USD,2791.2,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1994,USD,2545.2,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1995,USD,2295.3,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1996,USD,2883.8,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1997,USD,2979.1,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1998,USD,2008,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",1999,USD,1644.5,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2000,USD,1297,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2001,USD,1579,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2002,USD,1537.7,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2003,USD,1534,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2004,USD,1131.6,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2005,USD,1046.5,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2006,USD,1079.6,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2007,USD,1347.9,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2008,USD,1809.8,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2009,USD,1841.7,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2010,USD,1514.3,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2011,USD,1794.4,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2012,USD,1902.7,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2013,USD,2292.6,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2014,USD,2151.6,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2015,USD,1747.6,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2016,USD,1236.3,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2017,USD,1484,Official data
Producer Prices - Annual,Mauritius,"Meat, pig",2018,USD,2052.9,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1991,USD,2814,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1992,USD,2642.1,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1993,USD,2680,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1994,USD,2408.8,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1995,USD,1648.1,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1996,USD,1748.8,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1997,USD,2221.4,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1998,USD,2078.6,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",1999,USD,2209.1,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2000,USD,2308.7,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2001,USD,2417,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2002,USD,2299.1,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2003,USD,2193.9,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2004,USD,2347.2,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2005,USD,2765.7,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2006,USD,2797.4,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2007,USD,2827.5,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2008,USD,2856.4,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2009,USD,2386.9,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2010,USD,2628.7,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2011,USD,2754.3,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2012,USD,2785.4,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2013,USD,3209,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2014,USD,3745.3,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2015,USD,3950,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2016,USD,3389.5,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2017,USD,3492.7,Official data
Producer Prices - Annual,Mexico,"Meat, cattle",2018,USD,3527.1,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1991,USD,2148.5,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1992,USD,1686.6,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1993,USD,1916.2,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1994,USD,1783.6,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1995,USD,1116.9,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1996,USD,1263.2,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1997,USD,1437.1,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1998,USD,1449.2,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",1999,USD,1283.4,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2000,USD,1558.9,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2001,USD,1613.1,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2002,USD,1575.2,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2003,USD,1408.8,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2004,USD,1522.2,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2005,USD,1646.2,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2006,USD,1558.8,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2007,USD,1779.8,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2008,USD,1944.7,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2009,USD,1692.3,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2010,USD,1920,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2011,USD,2067.7,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2012,USD,2069.8,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2013,USD,2348.3,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2014,USD,2330.9,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2015,USD,1847.1,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2016,USD,1598.7,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2017,USD,1634,Official data
Producer Prices - Annual,Mexico,"Meat, chicken",2018,USD,1668,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1991,USD,4229.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1992,USD,3457.6,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1993,USD,3569.1,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1994,USD,3297.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1995,USD,1894.3,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1996,USD,2460.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1997,USD,2903.3,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1998,USD,2937.8,Official data
Producer Prices - Annual,Mexico,"Meat, goat",1999,USD,2968.5,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2000,USD,3281.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2001,USD,3347.1,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2002,USD,3304.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2003,USD,3074.4,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2004,USD,3041.8,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2005,USD,3300.6,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2006,USD,3399.3,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2007,USD,3494.6,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2008,USD,3520.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2009,USD,2939.9,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2010,USD,3223.2,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2011,USD,3391.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2012,USD,3417,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2013,USD,3660.6,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2014,USD,3844.3,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2015,USD,3466,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2016,USD,3114.7,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2017,USD,3305.4,Official data
Producer Prices - Annual,Mexico,"Meat, goat",2018,USD,3424.9,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1991,USD,2509.6,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1992,USD,2308,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1993,USD,2343,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1994,USD,1985.1,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1995,USD,1503.2,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1996,USD,1794.9,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1997,USD,2290.8,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1998,USD,1739.3,Official data
Producer Prices - Annual,Mexico,"Meat, pig",1999,USD,1821.1,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2000,USD,2135.3,Official data
Producer Prices - Annual,Mexico,"Meat, pig",2001,USD,2358.1,Official data
